ID,Company,TypeName,Inches,resolution_width,resolution_height,TouchScreen,cpu_brand,cpu_name,cpu_speed,Ram,Memory_Type,primary_memory,secondary_memory,Gpu_brand,OpSys,Weight,Price
664,MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,2,53168
665,Asus,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.10,4,SSD,128,0,Intel,Windows,1,22324
666,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,16,hybrid,128,1024,Nvidia,Windows,3,109277
667,HP,Notebook,17.3,1920,1080,0,Intel,"Core i3",2.00,4,SSD,256,0,AMD,Windows,2,37243
668,Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",1.80,8,SSD,512,0,Intel,Windows,1,79867
669,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.90,16,hybrid,256,1024,Nvidia,Windows,3,149917
670,HP,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,4,HDD,500,0,AMD,Windows,1,32640
671,Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,1024,0,AMD,Windows,2,29073
672,HP,Notebook,17.3,1920,1080,0,AMD,"A10-Series 9600P",2.40,6,HDD,2048,0,AMD,Windows,2,30316
673,Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.60,4,HDD,500,0,Intel,Windows,2,16943
674,Acer,Notebook,14,1366,768,0,Intel,"Celeron Dual",1.60,4,"Flash Storage",32,0,Intel,Others,1,19980
675,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,4,SSD,256,0,Intel,Windows,1,37243
676,HP,Workstation,17.3,1920,1080,0,Intel,"Core i7",2.80,8,HDD,500,0,Nvidia,Windows,3,101658
677,Lenovo,"2 in 1 Convertible",14,2560,1440,1,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,137995
678,Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,51841
679,Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.60,4,"Flash Storage",32,0,Intel,Windows,1,14332
680,Lenovo,"2 in 1 Convertible",14,1920,1080,1,Intel,"Core i7",2.70,16,SSD,512,0,Intel,Windows,1,93187
681,Asus,"2 in 1 Convertible",12.5,1920,1080,1,Intel,"Core M",0.90,4,"Flash Storage",64,0,Intel,Others,1,35644
682,Toshiba,Ultrabook,13.3,1920,1080,1,Intel,"Core i7",2.50,16,SSD,512,0,Intel,Windows,1,100007
683,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,Nvidia,Windows,2,43636
684,Lenovo,Notebook,15.6,1920,1080,0,AMD,"A9-Series 9420",2.90,4,SSD,256,0,AMD,Windows,2,21259
685,Lenovo,Notebook,15.6,1366,768,0,AMD,"A12-Series 9720P",3.60,8,HDD,1024,0,AMD,Windows,2,22857
686,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,4,HDD,1024,1024,Intel,Windows,2,33111
687,Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,500,0,Intel,N/A,1,23976
688,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,2,42358
689,Acer,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",1.60,1,SSD,256,0,Intel,Windows,1,53227
690,Lenovo,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.50,16,SSD,512,0,Nvidia,Windows,2,98834
691,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.30,8,SSD,256,0,Intel,Windows,1,63456
692,HP,Notebook,17.3,1920,1080,0,AMD,"A10-Series 9620P",2.50,6,HDD,2048,0,AMD,Windows,2,34899
693,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,66547
694,Dell,Notebook,14,1920,1080,0,Intel,"Core i5",2.80,8,SSD,256,0,Nvidia,Linux,1,58022
695,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,Intel,Linux,1,38681
696,Asus,Notebook,14,1920,1080,0,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel,Windows,1,15877
697,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.60,16,SSD,512,0,Intel,Windows,1,76012
698,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,1,45665
699,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.60,8,SSD,256,0,Intel,Windows,1,62817
700,Lenovo,Notebook,15.6,1366,768,0,AMD,"A6-Series 7310",2.00,4,HDD,500,0,AMD,Windows,2,15877
701,Mediacom,Notebook,14,1920,1200,0,Intel,"Atom Z8350",1.92,4,HDD,32,0,Intel,Windows,1,14119
702,HP,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Nvidia,Windows,2,63936
703,Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7",2.50,64,SSD,512,0,Intel,Windows,1,89864
704,HP,"2 in 1 Convertible",13.3,1366,768,1,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,44574
705,Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,79867
706,Dell,Gaming,17.3,3840,2160,0,Intel,"Core i7",2.80,32,hybrid,1024,1024,Nvidia,Windows,4,194973
707,MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,71847
708,Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,4,HDD,1024,0,Intel,N/A,1,26102
709,Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i3",2.40,4,HDD,1024,0,Intel,Windows,1,34579
710,Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,8,HDD,1024,0,AMD,Linux,2,31410
711,HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series 9420",3.00,4,HDD,1024,0,AMD,Windows,2,26054
712,Acer,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.60,16,hybrid,128,1024,Nvidia,Windows,4,103097
713,Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,12,HDD,1024,0,Intel,Windows,2,34579
714,HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series A9-9420",3.00,6,hybrid,128,1024,AMD,Windows,2,34632
715,Acer,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,4,HDD,500,0,Intel,Windows,2,29784
716,Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,51149
717,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,4,HDD,1024,0,Intel,Windows,1,41505
718,HP,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.80,16,SSD,256,0,Nvidia,Windows,2,128884
719,Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",1.60,8,HDD,1024,0,Intel,Windows,1,35112
720,MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,1,111594
721,Acer,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,500,0,Intel,Windows,2,21887
722,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,hybrid,128,1024,Nvidia,Windows,2,64309
723,Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,8,SSD,256,0,Intel,Windows,2,35431
724,Toshiba,Notebook,14,1920,1080,1,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,81785
725,Lenovo,"2 in 1 Convertible",14,1920,1080,1,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,53227
726,Lenovo,Workstation,15.6,3840,2160,0,Intel,"Core i7",2.80,16,SSD,1024,0,Nvidia,Windows,2,175771
727,Acer,Notebook,14,1366,768,0,Intel,"Celeron Dual",1.60,2,"Flash Storage",32,0,Intel,Others,1,17582
728,Samsung,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",2.70,16,SSD,256,0,Intel,Windows,0,87859
729,Dell,Notebook,14,1366,768,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,60031
730,HP,Workstation,17.3,1920,1080,0,Intel,"Xeon E3-1535M",2.90,16,SSD,256,0,Nvidia,Windows,3,233846
731,Lenovo,Netbook,11.6,1366,768,1,Intel,"Celeron Dual",1.60,4,SSD,128,0,Intel,Windows,1,25308
732,HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.40,8,SSD,256,0,Intel,Windows,1,101232
733,Asus,Notebook,15.6,1366,768,0,Intel,"Core i5",2.30,4,HDD,1024,0,Nvidia,N/A,2,30849
734,Asus,Notebook,15.6,1366,768,0,Intel,"Core i7",2.70,4,SSD,256,0,Intel,Windows,2,45283
735,Lenovo,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i5",1.80,8,SSD,256,0,Intel,Windows,1,63883
736,HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,hybrid,128,1024,Nvidia,Windows,2,58555
737,HP,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.60,8,SSD,256,0,Nvidia,Windows,2,83170
738,Dell,Gaming,15.6,3840,2160,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,4,152860
739,Acer,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,4,SSD,256,0,Intel,Windows,2,31915
740,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,55837
741,Dell,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.80,16,SSD,256,0,Intel,Windows,1,99048
742,Google,Ultrabook,12.3,2400,1600,1,Intel,"Core i5",1.20,8,SSD,256,0,Intel,Others,1,83064
743,Asus,Ultrabook,13.3,3200,1800,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,60153
744,Dell,Notebook,13.3,1366,768,0,Intel,"Core i3",2.00,4,HDD,500,0,Intel,Windows,1,45235
745,Acer,Notebook,13.3,1366,768,0,Intel,"Core i5",2.30,4,SSD,128,0,Intel,Windows,1,34898
746,Asus,Notebook,17.3,1366,768,0,Intel,"Pentium Quad",1.10,4,HDD,1024,0,Nvidia,Windows,2,25060
747,Dell,Gaming,15.6,3840,2160,1,Intel,"Core i7",2.60,16,hybrid,128,1024,Nvidia,Windows,2,58555
748,Samsung,Ultrabook,13.3,1920,1080,1,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,85195
749,Acer,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.10,4,HDD,1024,0,Intel,Linux,2,15877
750,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,16,NULL,0,0,AMD,Windows,2,62938
751,Samsung,"2 in 1 Convertible",15,1920,1080,1,Intel,"Core i7",2.70,16,SSD,256,0,AMD,Windows,1,95851
752,Toshiba,Notebook,14,1366,768,0,Intel,"Core i5",2.30,4,SSD,128,0,Intel,Windows,1,54346
753,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,HDD,1024,0,Nvidia,Windows,2,58555
754,Asus,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7",2.70,12,HDD,2048,0,Nvidia,Windows,2,44702
755,Lenovo,Notebook,15.6,3840,2160,0,Intel,"Core i7",2.70,16,SSD,512,0,Nvidia,Windows,2,126274
756,Acer,Notebook,14,1920,1080,0,Intel,"Core i3",2.40,4,SSD,128,0,Intel,Windows,1,33886
757,Razer,Gaming,14,1920,1080,0,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia,Windows,1,154459
758,Asus,Notebook,15.6,1920,1080,0,Intel,"Pentium Dual",1.10,8,SSD,128,0,Intel,Windows,2,31004
759,Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,32,hybrid,1024,1024,Nvidia,Windows,4,191211
760,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.60,16,hybrid,256,1024,Nvidia,Windows,4,125208
761,Toshiba,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.60,16,SSD,512,0,Nvidia,Windows,1,93986
762,Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Quad",1.60,8,HDD,1024,0,Intel,N/A,2,17529
763,Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.70,16,SSD,512,0,Intel,Windows,1,122491
764,MSI,Gaming,14,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,1,100752
765,MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,hybrid,128,1024,Nvidia,Windows,2,58022
766,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,4,HDD,1024,0,Nvidia,Windows,2,53227
767,Acer,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,4,122491
768,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,2,52481
769,Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,71342
770,Vero,Notebook,14,1920,1080,0,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel,Windows,1,10811
771,Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.70,8,SSD,512,0,Intel,Windows,1,104962
772,Lenovo,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i5",2.50,8,SSD,256,0,AMD,Windows,2,51096
773,Apple,Ultrabook,12,2304,1440,0,Intel,"Core M",1.20,8,"Flash Storage",512,0,Intel,Mac,0,62071
774,Lenovo,"2 in 1 Convertible",14,2560,1440,1,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,124142
775,Asus,Notebook,14,1366,768,0,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel,Windows,1,15931
776,Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,8,SSD,128,0,Intel,Windows,1,43157
777,Lenovo,"2 in 1 Convertible",13.9,1920,1080,1,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,71875
778,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,8,SSD,256,0,AMD,Windows,2,39374
779,HP,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Windows,3,110018
780,Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,2,58555
781,Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,79867
782,Dell,Notebook,15.6,3840,2160,1,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,2,93187
783,Dell,Netbook,11.6,1366,768,0,Intel,"Pentium Quad",1.10,4,SSD,128,0,Intel,Windows,1,39640
784,HP,Netbook,12.5,1366,768,0,Intel,"Core i5",2.60,8,SSD,256,0,Intel,Windows,1,74006
785,Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i5",2.30,4,HDD,500,0,Intel,Windows,2,41558
786,HP,Notebook,15.6,1366,768,0,AMD,"A12-Series 9700P",2.50,8,HDD,2048,0,AMD,Windows,2,33513
787,Dell,Gaming,15.6,3840,2160,0,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia,Windows,2,89457
788,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,4,HDD,1024,0,Nvidia,Windows,2,32448
789,HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,12,HDD,1024,0,AMD,Windows,3,93187
790,MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,512,1024,Nvidia,Windows,2,128671
791,Samsung,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,0,79867
792,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,HDD,1024,0,Nvidia,Windows,1,51202
793,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,AMD,Windows,2,42081
794,Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,99048
795,Razer,Ultrabook,12.5,3840,2160,1,Intel,"Core i7",2.50,16,SSD,512,0,Intel,Windows,1,95851
796,HP,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.60,4,"Flash Storage",16,0,Intel,Others,1,20513
797,Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,128,1024,Nvidia,Windows,4,133467
798,Dell,Notebook,14,1366,768,0,Intel,"Core i5",2.30,4,HDD,500,0,Intel,Windows,1,40226
799,Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,500,0,Intel,Windows,2,26102
800,Toshiba,Ultrabook,14,1366,768,0,Intel,"Core i5",2.50,4,SSD,128,0,Intel,Windows,1,58075
801,Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.70,8,SSD,512,0,Intel,Windows,1,133147
802,MSI,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,2,63883
803,Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i5",2.50,8,"Flash Storage",256,0,Intel,Windows,1,99900
804,Toshiba,Notebook,14,1366,768,0,Intel,"Pentium Dual",2.10,4,SSD,128,0,Intel,Windows,1,26587
805,Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,72354
806,Dell,Notebook,14,1366,768,0,Intel,"Core i3",2.00,4,HDD,500,0,Intel,Windows,1,31169
807,Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.60,4,"Flash Storage",32,0,Intel,Others,1,18914
808,Acer,Notebook,14,1920,1080,0,Intel,"Core i3",2.40,8,SSD,128,0,Intel,Windows,1,32980
809,Razer,Gaming,17.3,3840,2160,1,Intel,"Core i7",2.90,32,SSD,512,0,Nvidia,Windows,3,292987
810,Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7",2.60,16,SSD,512,0,Intel,Windows,1,111835
811,Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,4,HDD,1024,0,Nvidia,Linux,2,27652
812,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.30,8,SSD,256,0,Intel,Windows,1,63190
813,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.60,8,SSD,256,0,Intel,Windows,1,87912
814,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,3,147832
815,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,2,128884
816,Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i3",2.40,4,HDD,500,0,Intel,Windows,2,35644
817,Lenovo,Notebook,14,1366,768,0,Intel,"Celeron Quad",1.60,4,"Flash Storage",16,0,Intel,Others,1,17316
818,Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,128,0,Intel,Windows,2,31435
819,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.60,16,hybrid,512,1024,Nvidia,Windows,2,95851
820,Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,32,hybrid,512,1024,Nvidia,Windows,4,163724
821,HP,Notebook,17.3,1600,900,0,Intel,"Core i5",2.50,8,HDD,1024,0,Nvidia,Windows,2,48485
822,Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,8,SSD,128,0,Intel,Windows,2,38041
823,HP,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.50,8,SSD,512,0,Intel,Windows,1,99634
824,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,4,SSD,256,0,AMD,Windows,2,39374
825,HP,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel,Others,1,32767
826,Asus,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",2.30,8,SSD,512,0,Nvidia,Windows,1,54665
827,HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,121319
828,HP,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.50,8,SSD,512,0,Intel,Windows,1,78215
829,HP,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.60,4,SSD,128,0,Intel,N/A,1,15931
830,Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,128,1024,Nvidia,Windows,2,101179
831,Dell,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.70,8,HDD,1024,0,AMD,Linux,2,46087
832,Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Windows,1,101392
833,Asus,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Nvidia,Windows,2,41931
834,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,128,0,Intel,Windows,1,50350
835,Asus,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.10,4,HDD,1024,0,Intel,Windows,2,23923
836,HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.80,8,SSD,256,0,Intel,Windows,1,136344
837,Dell,Notebook,13.3,1920,1080,1,Intel,"Core i5",2.30,8,HDD,1024,0,Intel,Windows,1,34579
838,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,HDD,1024,0,Intel,N/A,2,24988
839,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,Intel,Windows,2,45323
840,HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.60,8,SSD,256,0,AMD,Windows,1,71875
841,Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.50,4,SSD,128,0,Intel,Windows,1,68465
842,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,Nvidia,N/A,2,54186
843,Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i7",2.50,16,SSD,512,0,Intel,Windows,1,119347
844,HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.30,4,HDD,500,0,Intel,Windows,2,48485
845,Toshiba,Ultrabook,13.3,1366,768,0,Intel,"Core i5",2.30,8,SSD,256,0,Intel,Windows,1,58342
846,Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,103896
847,Acer,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,48059
848,Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.80,8,HDD,1024,0,Nvidia,Windows,2,94732
849,Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,4,HDD,500,0,Intel,Windows,2,56210
850,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,HDD,1024,0,AMD,N/A,2,25521
851,Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,2,73953
852,Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i3",2.40,4,SSD,180,0,Intel,Windows,1,39161
853,Samsung,Ultrabook,15,1920,1080,0,Intel,"Core i7",2.70,16,SSD,256,0,Nvidia,Windows,1,98515
854,Dell,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Intel,Windows,1,90043
855,Asus,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.10,4,HDD,1024,0,Intel,Linux,2,21258
856,Xiaomi,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",2.30,8,SSD,256,0,Nvidia,Windows,1,49817
857,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,4,hybrid,128,1024,Nvidia,Windows,2,48618
858,HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,4,SSD,256,0,Intel,Windows,2,44702
859,HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.50,4,SSD,256,0,Intel,Windows,1,90576
860,HP,"2 in 1 Convertible",15.6,1366,768,1,Intel,"Core i5",2.50,4,HDD,500,0,Intel,Windows,2,36486
861,Asus,Notebook,14.1,1366,768,0,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel,Windows,1,18541
862,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.50,8,HDD,1024,0,Nvidia,Windows,2,35644
863,Dell,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.60,4,HDD,500,0,Intel,Windows,2,19660
864,HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.50,4,SSD,256,0,Intel,Windows,1,95851
865,Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,1024,0,AMD,Linux,2,24280
866,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i5",2.50,12,hybrid,128,1024,Nvidia,Windows,2,72988
867,Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.60,4,"Flash Storage",32,0,Intel,Others,1,15824
868,Lenovo,Notebook,17.3,1600,900,0,AMD,"A4-Series 7210",2.20,4,HDD,500,0,AMD,Windows,2,20193
869,HP,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,4,SSD,128,0,Intel,Windows,1,67399
870,HP,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i7",2.70,16,SSD,256,0,Intel,Windows,1,74539
871,Samsung,Ultrabook,15,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,90523
872,Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,95851
873,MSI,Gaming,17.3,3840,2160,0,Intel,"Core i7",2.60,16,hybrid,512,2048,Nvidia,Windows,2,141139
874,Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,78588
875,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,HDD,1024,0,Nvidia,Linux,2,49497
876,HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,HDD,1024,0,Nvidia,Windows,2,47952
877,Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,1024,0,AMD,Windows,2,32714
878,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.60,8,HDD,500,0,Intel,Windows,1,49817
879,Dell,"2 in 1 Convertible",13.3,3200,1800,1,Intel,"Core i7",1.30,8,SSD,512,0,Intel,Windows,1,107258
880,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.70,32,SSD,256,256,Nvidia,Windows,3,68145
881,Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",1.30,16,SSD,256,0,Intel,Windows,1,87859
882,Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.70,8,"Flash Storage",256,0,Intel,Windows,1,109171
883,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,512,0,Intel,Windows,1,104588
884,LG,Ultrabook,15.6,1920,1080,1,Intel,"Core i7",2.70,16,SSD,512,0,Intel,Windows,1,111835
